	EVENT_ID	PUBLISH_DATE	ActionGeo_CountryCode	ActionGeo_Lat	ActionGeo_Long	SOURCEURL	title	text
803	1116075803	20230720	KN12	39.0194	125.755	https://www.politico.com/news/2023/07/20/north-korea-american-soldier-00107278	US says North Korea has not responded to attempts to discuss American soldier who ran across border  POLITICO	US says North Korea has not responded to attempts to discuss American soldier who ran across border  POLITICO Pvt Travis King after finishing a prison sentence in South Korea for assault ran into North Korea while on a civilian tour of the border on Tuesday
808	1116075808	20230720	GH08	7.0	0.5	https://www.peacefmonline.com/pages/politics/politics/202307/490637.php	2024 Election Will Depend On The Candidate Message And Campaign Style  Alan  Politics  Peacefmonlinecom	2024 Election Will Depend On The Candidate Message And Campaign Style  Alan  Politics  Peacefmonlinecom 2024 Election Will Depend On The Candidate Message And Campaign Style  Alan
810	1116075810	20230720	USDC	38.8951	-77.0364	https://www.washingtonexaminer.com/restoring-america/fairness-justice/fed-chairman-jay-powell-lost-more-than-1-trillion-of-your-money-this-is-my-proposal-for-real-accountability	Fed Chairman Jay Powell lost more than 1 trillion of your money This is my proposal for real accountability	Fed Chairman Jay Powell lost more than 1 trillion of your money This is my proposal for real accountability The Federal Reserve is burning your money and for far too long Washington has let it happen with no consequences
836	1116075836	20230720	UKI2	53.5	-2.21667	https://www.express.co.uk/news/uk/1793201/mum-tribute-charming-boy-stomach-pains	Mum pays tribute to her charming boy 5 who died after complaining of stomach pains  UK  News  Expresscouk	Mum pays tribute to her charming boy 5 who died after complaining of stomach pains  UK  News  Expresscouk Ellis HamerHolland 5 had been undergoing treatment for leukemia when he was admitted to Manchester Royal Childrens Hospital with abdominal pains and discomfort in April 2022
843	1116075843	20230720	CH	35.0	105.0	https://www.dailystar.co.uk/news/weird-news/panicked-passenger-claims-hes-stuck-30511185	Panicked passenger claims hes stuck in time loop where plane always crashes  Daily Star	Panicked passenger claims hes stuck in time loop where plane always crashes  Daily Star A video of a man freaking out for believing hes in a time loop where the plane keeps crashing has gone viral as people say its like a Final Destination movie
846	1116075846	20230720	HU	47.0	20.0	https://www.express.co.uk/celebrity-news/1793220/Barbara-Palvin-wedding-dresses-ceremony-Dylan-Sprouse	Barbara Palvin wore 3 wedding dresses for ceremony with Dylan Sprouse  Celebrity News  Showbiz  TV  Expresscouk	Barbara Palvin wore 3 wedding dresses for ceremony with Dylan Sprouse  Celebrity News  Showbiz  TV  Expresscouk Barbara Palvin and Dylan Sprouse surprised fans earlier this week as they released a series of stunning photos celebrating their wedding
852	1116075852	20230720	NL05	50.85	5.68333	https://www.theguardian.com/world/2023/jul/20/eu-climate-chief-frans-timmermans-quits-to-run-in-dutch-elections	EU climate chief Frans Timmermans quits to run in Dutch elections  European Commission  The Guardian	EU climate chief Frans Timmermans quits to run in Dutch elections  European Commission  The Guardian Departure of Green Deals visionary mastermind was anticipated after collapse of the Netherlands coalition
864	1116075864	20230720	MI11	-13.9833	33.7833	https://allafrica.com/stories/202307200396.html	Malawi Kuphika Moganizira Chilengedwe Project Surpasses Targets As 2700 Adopt Clean Cooking Technologies  allAfricacom	Malawi Kuphika Moganizira Chilengedwe Project Surpasses Targets As 2700 Adopt Clean Cooking Technologies  allAfricacom Around 2 700 households in Blantyre and Zomba Cities have switched to clean cooking technologies through the Phikani Moganizira Chilengedwe Environmental Friendly Cooking Project
871	1116075871	20230720	IN07	28.6667	77.2167	https://indianexpress.com/article/cities/delhi/delhi-court-bail-brij-bhushan-vinod-tomar-wrestlers-sexual-harassment-case-8850654/	Delhi court grants bail to Brij Bhushan Vinod Tomar in wrestlers sexual harassment case  The Indian Express	Delhi court grants bail to Brij Bhushan Vinod Tomar in wrestlers sexual harassment case  The Indian Express In the month of April six women wrestlers had filed separate complaints alleging sexual harassment and criminal intimidation against Singh
880	1116075880	20230720	IN16	21.15	79.1	https://economictimes.indiatimes.com/news/defence/iaf-maintenance-command-develops-satellite-based-real-time-aircraft-tracking-system/articleshow/101987574.cms	iaf IAF Maintenance Command develops satellitebased real time aircraft tracking system  The Economic Times	iaf IAF Maintenance Command develops satellitebased real time aircraft tracking system  The Economic Times The Indian Air Forces Maintenance Command has developed a satellitebased real time aircraft tracking system that can get information about the location of an aircraft a senior official said here on Thursday
882	1116075882	20230720	USIN	39.8647	-86.2604	https://www.thegayuk.com/10-amazing-novels-about-coming-out/	10 Amazing Novels about coming out  THEGAYUK	10 Amazing Novels about coming out  THEGAYUK Maurice by EM Forster This is one of the original classic gay novels Written around the time of War World I its never going to be smooth sailing when
886	1116075886	20230720	EI07	53.3331	-6.24889	https://www.independent.ie/regionals/dublin/dublin-news/us-tourist-50s-fights-for-life-in-hospital-after-unprovoked-gang-attack-in-dublin-city-centre/a567207586.html	US tourist 50s fights for life in hospital after unprovoked gang attack in Dublin city centre  Independentie	US tourist 50s fights for life in hospital after unprovoked gang attack in Dublin city centre  Independentie A US tourist is fighting for his life in hospital after he was attacked in an unprovoked assault in Dublin city centre last night
898	1116075898	20230720	IR26	35.75	51.5148	https://www.thenationalnews.com/mena/2023/07/20/tehran-warns-against-emptying-seized-tankers-of-iranian-oil/	Tehran warns against emptying seized tankers of Iranian oil	Tehran warns against emptying seized tankers of Iranian oil Retaliatory threat comes after US confiscated shipment off Malaysia to enforce sanctions
903	1116075903	20230720	IZ07	33.3386	44.3939	https://www.maitlandmercury.com.au/story/8276890/iraq-tells-sweden-it-will-cut-ties-if-koran-burns-again/?cs=7607	Iraq tells Sweden it will cut ties if Koran burns again  The Maitland Mercury  Maitland NSW	Iraq tells Sweden it will cut ties if Koran burns again  The Maitland Mercury  Maitland NSW Iraq has told Sweden it will sever diplomatic ties if a Koran is burned again after hundreds of
908	1116075908	20230720	IZ07	33.3386	44.3939	https://www.mykxlg.com/news/world/iraq-expels-swedish-ambassador-as-man-desecrates-quran-in-sweden-swedish-embassy-earlier-attacked/article_3100733d-aa15-5e63-a833-500a16bbbe07.html	Iraq expels Swedish ambassador as man desecrates Quran in Sweden Swedish embassy earlier attacked  World News  mykxlgcom	Iraq expels Swedish ambassador as man desecrates Quran in Sweden Swedish embassy earlier attacked  World News  mykxlgcom Iraqs prime minister has ordered the expulsion of the Swedish ambassador from Iraq and the withdrawal of the Iraqi charge daffaires from Sweden as a man desecrated of a copy
913	1116075913	20230720	SW26	59.3333	18.05	https://news.yahoo.com/videos-purport-show-protesters-storming-004957647.html	Iraq expels Swedish ambassador as man desecrates Quran in Sweden Swedish embassy earlier attacked	Iraq expels Swedish ambassador as man desecrates Quran in Sweden Swedish embassy earlier attacked Iraqs prime minister ordered the expulsion of the Swedish ambassador from Iraq and the withdrawal of the Iraqi charge daffaires from Sweden on Thursday as a man desecrated of a copy of the Quran in Stockholm The diplomatic blowup came hours after protesters angered by the planned burning of a copy of the Quran stormed the Swedish Embassy in Baghdad breaking into the compound and lighting a small fire The Swedish Embassy announced it had closed to visitors
945	1116075945	20230720	NI	10.0	8.0	https://www.informationng.com/2023/07/tribunal-judgement-supreme-court-apc-debunks-alleged-conversation-between-cjn-tinubu.html	Tribunal Judgement Supreme Court APC Debunks Alleged Conversation Between CJN Tinubu  Information NigeriaTribunal Judgement Supreme Court APC Debunks Alleged Conversation Between CJN Tinubu	Tribunal Judgement Supreme Court APC Debunks Alleged Conversation Between CJN Tinubu  Information NigeriaTribunal Judgement Supreme Court APC Debunks Alleged Conversation Between CJN Tinubu The Supreme Court of Nigeria has said there was no conversation between Olukayode Ariwoola the Chief Justice of Nigeria CJN and President Bola Ahmed Tinubu regarding the outcome of the election petition tribunal
948	1116075948	20230720	PK02	30.199	67.0097	https://news.webindia123.com/news/Articles/World/20230720/4100713.html	Pakistan Supreme Court summons Imran Khan in lawyer murder case on July 24	Pakistan Supreme Court summons Imran Khan in lawyer murder case on July 24 The Supreme Court of Pakistan summoned the Pakistan TehreekeInsaf PTI Chairman and former Prime Minister Imran Khan in the murder case of senior Supreme Court lawyer Advocate Abdul Razzaq Shar according to ARY News
953	1116075953	20230720	KE01	-0.410736	37.0231	https://www.standardmedia.co.ke/counties/article/2001477646/driver-of-trailer-that-caused-death-of-53-people-charged-with-reckless-driving	Driver of trailer that caused death of 53 people charged with reckless driving  The Standard	Driver of trailer that caused death of 53 people charged with reckless driving  The Standard The driver of the trailer that caused the death of 53 people has been charged with reckless driving
994	1116075994	20230720	KE01	-0.420132	36.9476	https://www.the-star.co.ke/news/realtime/2023-07-20-allow-kenyans-to-go-on-with-their-activities-bungei-tells-officers-at-jacaranda-grounds/	Allow Kenyans to go on with their activities Bungei tells officers at Jacaranda grounds	Allow Kenyans to go on with their activities Bungei tells officers at Jacaranda grounds The Nairobi regional commander said those that bring chaos will be arrested
1016	1116076016	20230720	USDC	38.8951	-77.0364	https://www.washingtonexaminer.com/restoring-america/faith-freedom-self-reliance/an-alternative-to-bidenomics	An alternative to Bidenomics A proworker proproductivity agenda	An alternative to Bidenomics A proworker proproductivity agenda The Biden administration seems to believe that by rebranding its economic agenda as Bidenomics and using buzzwords such as equitable growth and empowering workers it can convince the public that they are prospering financially But considering only onethird approve of the way the president has handled the economy Bidenomics is going to be a tough sell
1017	1116076017	20230720	RP10	16.45	120.55	https://www.manilatimes.net/2023/07/20/campus-press/reshaping-phs-hr-landscape/1901467	Reshaping PHs HR landscape  The Manila Times	Reshaping PHs HR landscape  The Manila Times OVER the past decades we have seen how different business functions took center stage in the Philippines one after another
1021	1116076021	20230720	UKH9	51.5	-0.116667	https://www.mckinsey.com/industries/financial-services/our-insights/insurance/the-united-kingdom-the-nexus-of-insurtech	The United Kingdom The nexus of insurtech  McKinsey	The United Kingdom The nexus of insurtech  McKinsey What is the key to the success of the UK insurtech sector and where does it go from here
1026	1116076026	20230720	LE	33.833333	35.833333	https://www.naharnet.com/stories/en/299098-bdl-vice-governors-submit-comprehensive-financial-plan-to-mps	BDL vice governors submit comprehensive financial plan to MPs  Naharnet	BDL vice governors submit comprehensive financial plan to MPs  Naharnet Naharnet is the leading Lebanese news destination breaking the news as it happens
1034	1116076034	20230720	GH01	5.55	-0.216667	https://peacefmonline.com/pages/politics/politics/202307/490670.php	Kwame Pianim Calls For Withholding Allowances Of Mps Boycotting Parliamentary Duties  Politics  Peacefmonlinecom	Kwame Pianim Calls For Withholding Allowances Of Mps Boycotting Parliamentary Duties  Politics  Peacefmonlinecom Kwame Pianim Calls For Withholding Allowances Of Mps Boycotting Parliamentary Duties
1081	1116076081	20230720	USNY	42.1497	-74.9384	https://markets.financialcontent.com/stocks/article/getnews-2023-7-20-auroincom-launches-a-groundbreaking-campaign-offering-free-site-analysis-and-audit-reports	Stock Market  FinancialContent Business Page	Stock Market  FinancialContent Business Page FinancialContent fully hosted finance channel
1082	1116076082	20230720	US	39.828175	-98.5795	https://www.washingtonexaminer.com/restoring-america/patriotism-unity/are-democrats-finally-beginning-to-rage-against-their-own-machine	Are Democrats finally beginning to rage against their own machine	Are Democrats finally beginning to rage against their own machine Its common and normal for adults to shed the illconceived utopian ideals commonly heard in the freshman dorm after midnight Independent adulthood demands an honest engagement with reality as it is as opposed to what wed prefer it to be and that begins with a hard look at ourselves The inability to wake up on time or manage a video game addiction for instance reveals the frivolity and even arrogance of being preoccupied with abstractions such as humanity and the world
1092	1116076092	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/business/foreign-business/ai-firms-urged-to-honor-writers-copyrights/1901395	AI firms urged to honor writers copyrights  The Manila Times	AI firms urged to honor writers copyrights  The Manila Times NEW YORK CITY James Patterson Suzanne Collins and Margaret Atwood are among thousands of writers endorsing an open letter from the Authors Guild urging artificial intelligence AI companies to obtain permission before incorporating copyrighted work into their technologies
1095	1116076095	20230720	USFL	28.292	-80.7492	https://www.wlrn.org/government-politics/2023-07-20/florida-fact-check-covid-vaccines	Florida officials have not taken steps to ban COVID19 vaccines  WLRN	Florida officials have not taken steps to ban COVID19 vaccines  WLRN A misleading Instagram post claimed Florida is poised to prohibit COVID19 vaccines because they are bioweapons Theres no evidence that state officials have announced any steps to ban them
1105	1116076105	20230720	USCO	39.7392	-104.985	https://www.denverpost.com/2023/07/20/method-coffee-second-location-santa-fe-drive/	LoHis Method Coffee opens second location along Santa Fe Drive	LoHis Method Coffee opens second location along Santa Fe Drive Method Coffee Roasters which has operated in LoHi since 2018 opened its second location this week at 1201 Santa Fe Drive in Lincoln Park The 1200squarefoot space was previously home to The Molecule Effect which also sold coffee
1123	1116076123	20230720	KN	40.0	127.0	https://indianexpress.com/article/world/no-word-north-korea-on-us-soldier-who-fled-across-military-border-8850630/	No word from North Korea on US soldier who fled across military border  The Indian Express	No word from North Korea on US soldier who fled across military border  The Indian Express Speaking in Japan US special envoy for North Korea Sung Kim said the United States was working very hard to determine Kings status and wellbeing and is actively engaged in ensuring his safety and return Kim did not provide any details
1130	1116076130	20230720	US	39.828175	-98.5795	https://www.mobileworldlive.com/featured-content/home-banner/nokia-optimistic-on-future-5g-gains-despite-2023-pain/	Nokia optimistic on future 5G gains despite 2023 pain  Mobile World Live	Nokia optimistic on future 5G gains despite 2023 pain  Mobile World Live Nokia CEO Pekka Lundmark cited a substantial need for operators to invest in 5G globally beyond 2023 in its Q2 financial statement
1133	1116076133	20230720	CA	60.0	-96.0	https://www.modernreaders.com/news/2023/07/20/24140-shares-in-fidelity-national-information-services-inc-nysefis-purchased-by-virtu-financial-llc.html	24140 Shares in Fidelity National Information Services Inc NYSEFIS Purchased by Virtu Financial LLC  Modern Readers	24140 Shares in Fidelity National Information Services Inc NYSEFIS Purchased by Virtu Financial LLC  Modern Readers Read 24140 Shares in Fidelity National Information Services Inc NYSEFIS Purchased by Virtu Financial LLC at Modern Readers
1134	1116076134	20230720	US	39.828175	-98.5795	https://www.film-news.co.uk/news/UK/102775/Ted-Sarandos-insists-Netflix-is-super-committed-to-ending-strikes	Ted Sarandos insists Netflix is super committed to ending strikes  Film News  FilmNewscouk  Movie News  Reviews	Ted Sarandos insists Netflix is super committed to ending strikes  Film News  FilmNewscouk  Movie News  Reviews Ted Sarandos insists Netflix is super committed to ending strikes  The Number One magazine feat news reviews movie trailers cinema DVDs interviews  film  movie gossip UK  worldwide
1143	1116076143	20230720	NI	10.0	8.0	https://www.peacefmonline.com/pages/politics/politics/202307/490641.php	Its Just A Silly Season  Kwami Sefa Kayi Reacts to Rumors of Islamic Funding for Bawumias Campaign  Politics  Peacefmonlinecom	Its Just A Silly Season  Kwami Sefa Kayi Reacts to Rumors of Islamic Funding for Bawumias Campaign  Politics  Peacefmonlinecom Its Just A Silly Season  Kwami Sefa Kayi Reacts to Rumors of Islamic Funding for Bawumias Campaign
1151	1116076151	20230720	MY16	5.9749	116.072	https://www.thestar.com.my/news/nation/2023/07/20/no-compromise-on-principal-caning-pupil-probe-says-fadhlina	No compromise on principal caning pupil probe says Fadhlina  The Star	No compromise on principal caning pupil probe says Fadhlina  The Star KUALA PILAH The Education Ministry will not compromise if a Year Five male students allegation is true that he was injured after being caned by his principal in Segamat Johor two days ago
1175	1116076175	20230720	NI	10.0	8.0	https://www.informationng.com/2023/07/fuel-hike-we-cant-go-back-to-subsidy-regime-be-patient-with-tinubu-no-pain-no-gain-bayo-onanuga.html	Fuel Hike We Cant Go Back To Subsidy Regime Be Patient With Tinubu No Pain No Gain  Bayo Onanuga	Fuel Hike We Cant Go Back To Subsidy Regime Be Patient With Tinubu No Pain No Gain  Bayo Onanuga Director Media and Publicity of the defunct TinubuShettima Campaign Organisation Bayo Onanuga has called on Nigerians to be patient with the President Bola Ahmed Tinubus administration following the recent hike in fuel price
1190	1116076190	20230720	SW	62.0	15.0	https://www.film-news.co.uk/news/UK/102764/Dolph-Lundgren-ties-the-knot-in-Greece	Dolph Lundgren ties the knot in Greece  Film News  FilmNewscouk  Movie News  Reviews	Dolph Lundgren ties the knot in Greece  Film News  FilmNewscouk  Movie News  Reviews Dolph Lundgren ties the knot in Greece  The Number One magazine feat news reviews movie trailers cinema DVDs interviews  film  movie gossip UK  worldwide
1204	1116076204	20230720	KE07	-0.10221	34.7617	https://www.the-star.co.ke/in-pictures/2023-07-20-photos-closed-shops-empty-streets-in-kisumu-mark-day-two-of-protests/	PHOTOS Closed shops empty streets in Kisumu mark day two of protests	PHOTOS Closed shops empty streets in Kisumu mark day two of protests Most schools were open but minimal activities happening inside the compounds
1218	1116076218	20230720	RP62	8.67417	126.147	https://www.manilatimes.net/2023/07/20/news/national/more-rain-needed-to-replenish-angat-pagasa/1901490	More rain needed to replenish Angat  Pagasa  The Manila Times	More rain needed to replenish Angat  Pagasa  The Manila Times THE Philippine Atmospheric Geophysical and Astronomical Services Administration Pagasa said on Wednesday that more typhoons that would dump a higher volume of rainfall are needed to bring back the water of Angat Dam to normal level
1255	1116076255	20230720	SF06	-26.2	28.0833	https://www.capetalk.co.za/articles/479492/the-midday-report-express-20-jul-2023	The Midday Report Express One death confirmed in JHB explosion	The Midday Report Express One death confirmed in JHB explosion The Midday Report Express has all the news you need to know
1286	1116076286	20230720	LH	56.0	24.0	https://www.breitbart.com:443/europe/2023/07/20/lithuania-strips-residency-permits-from-russians-with-disloyal-views/	Lithuania Strips Residency Permits from Russians with Disloyal Views	Lithuania Strips Residency Permits from Russians with Disloyal Views Lithuania has begun revoking residence permits of Russians deemed to have disloyal views such as who is the rightful owner of Crimea
1289	1116076289	20230720	RS48	55.7522	37.6156	http://www.cnnphilippines.com/world/2023/7/20/russia-crimea-depot-blasts.html	Massive blasts at Russian depot in Crimea force thousands to flee	Massive blasts at Russian depot in Crimea force thousands to flee A series of explosions roared through a Russian ammunition storage facility in occupied Crimea on Wednesday forcing thousands of residents of nearby areas to flee and prompting leaders there to redirect traffic away from a local highway
1313	1116076313	20230720	USCA	36.17	-119.746	https://www.finanznachrichten.de/nachrichten-2023-07/59623702-alzheimer-s-association-advancements-in-treatment-diagnosis-and-risk-reduction-strategies-highlighted-at-alzheimer-s-association-international-confe-008.htm	Alzheimers Association ADVANCEMENTS IN TREATMENT DIAGNOSIS AND RISK REDUCTION STRATEGIES HIGHLIGHTED AT ALZHEIMERS ASSOCIATION INTERNATIONAL CONFERENCE	Alzheimers Association ADVANCEMENTS IN TREATMENT DIAGNOSIS AND RISK REDUCTION STRATEGIES HIGHLIGHTED AT ALZHEIMERS ASSOCIATION INTERNATIONAL CONFERENCE AMSTERDAM July 20 2023 PRNewswire  New research reported at the Alzheimers Association International Conference AAIC 2023 covered the breadth of Alzheimers disease and dementia research
1329	1116076329	20230720	US	39.828175	-98.5795	https://www.express.co.uk/news/uk/1793156/cadbury-axes-fan-favourite-autistic-boy	Cadbury axes fan favourite leaving autistic boy who wont eat anything else devastated  UK  News  Expresscouk	Cadbury axes fan favourite leaving autistic boy who wont eat anything else devastated  UK  News  Expresscouk Mini bags of Dairy Milk buttons are on their way out  being replaced by the Wispa chocolate bar in selection boxes
1360	1116076360	20230720	USNC	35.9668	-77.9664	http://www.cnnphilippines.com/world/2023/7/20/north-carolina-tornado-damaged-Pfizer-plant-.html	North Carolina tornado that damaged Pfizer plant and shut down I95 was an EF3 NWS says	North Carolina tornado that damaged Pfizer plant and shut down I95 was an EF3 NWS says A tornado in North Carolina severely damaged a Pfizer plant damaged several other structures shut down a major interstate and injured more than a dozen people Wednesday afternoon
1363	1116076363	20230720	USMS	32.3132	-90.2443	https://www.wtok.com/2023/07/20/silver-alert-missing-jackson-woman/	Silver Alert Missing Jackson woman	Silver Alert Missing Jackson woman 46yearold Latasha Crump Coleman of Jackson is missing
1364	1116076364	20230720	CA	60.0	-96.0	https://www.marketscreener.com/quote/stock/CYBIN-INC-56294536/news/Kernel-s-Revolutionary-Neuroimaging-Technology-Flow1-Validated-in-Published-Feasibility-Study-on-M-44378902/	Kernels Revolutionary Neuroimaging Technology Flow1 Validated in Published Feasibility Study on Measuring Psychedelic Effects	Kernels Revolutionary Neuroimaging Technology Flow1 Validated in Published Feasibility Study on Measuring Psychedelic Effects Kernel a leader in noninvasive neuroimaging announces the publication of their study Measuring acute effects of subanesthetic ketamine on cerebrovascular hemodynamics in humans using TDfNIRS in
1377	1116076377	20230720	USCO	39.0646	-105.327	https://www.windtech-international.com/index.php?option=com_content&view=article&id=19849:vestas-to-manufacture-v163-4-5-mw-turbine-for-the-us-market-in-colorado&catid=15&tmpl=component&print=1&layout=default&Itemid=262	Vestas to manufacture V16345 MW turbine for the US market in Colorado  Windtech International	Vestas to manufacture V16345 MW turbine for the US market in Colorado  Windtech International Windtech International is the only worldwide magazine with a technological focus for global the wind energy industry
1400	1116076400	20230720	USIL	41.85	-87.6501	https://www.wkrb13.com/2023/07/20/united-states-brent-oil-fund-lp-nysearcabno-shares-acquired-by-virtu-financial-llc.html	United States Brent Oil Fund LP NYSEARCABNO Shares Acquired by Virtu Financial LLC  WKRB News	United States Brent Oil Fund LP NYSEARCABNO Shares Acquired by Virtu Financial LLC  WKRB News Read United States Brent Oil Fund LP NYSEARCABNO Shares Acquired by Virtu Financial LLC at WKRB News
1404	1116076404	20230720	KN	40.0	127.0	https://www.nbcnewyork.com/news/national-international/us-soldiers-dash-into-north-korea-leaves-family-members-baffled/4521384/	Travis Kings dash into N Korea leaves family members wondering why  NBC New York	Travis Kings dash into N Korea leaves family members wondering why  NBC New York Family members of the US Army private who sprinted across the border into North Korea say he may have felt overwhelmed as he faced legal troubles and his
1406	1116076406	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/business/foreign-business/meta-releases-open-source-ai-llama/1901396	Meta releases opensource AI Llama  The Manila Times	Meta releases opensource AI Llama  The Manila Times SAN FRANCISCO California Facebook owner Meta on Tuesday released a new and freeofcharge version of its artificial intelligence AI model making a play against ChatGPTmaker OpenAI and Google
1429	1116076429	20230720	IT	42.833333	12.833333	https://www.americanrifleman.org/content/the-10-mm-auto-history-performance/	The 10 mm Auto History  Performance  An Official Journal Of The NRA	The 10 mm Auto History  Performance  An Official Journal Of The NRA Despite the fact that most shooters think that the history of the 10 mm Auto cartridge was conceived by Col Jeff Cooper and invented in 1983 the round actually began breaking the performance mold in the early 70s
1438	1116076438	20230720	UKH9	51.5	-0.116667	https://techcentral.co.za/famed-hacker-kevin-mitnick-dead-at-59/228614/	Famed hacker Kevin Mitnick dead at 59  TechCentral	Famed hacker Kevin Mitnick dead at 59  TechCentral Blackhat hacker turned security consultant Kevin Mitnick has died at the age of 59 He had pancreatic cancer
1440	1116076440	20230720	US	39.828175	-98.5795	https://movieweb.com/the-batman-met-with-most-complaints-in-2022/	The Batman Met With Most Complaints to the BBFC in 2022 as Kids Take Aim at the Rating	The Batman Met With Most Complaints to the BBFC in 2022 as Kids Take Aim at the Rating The Batman received the most complaints to the BBFC but perhaps not for the reasons you might think
1476	1116076476	20230720	KS11	37.5664	127.0	https://www.smdailyjournal.com/news/world/us-says-north-korea-has-not-responded-to-attempts-to-discuss-american-soldier-who-ran/article_8caf8fa1-8779-5448-9e5f-e8312e15a560.html	US says North Korea has not responded to attempts to discuss American soldier who ran across border  World  smdailyjournalcom	US says North Korea has not responded to attempts to discuss American soldier who ran across border  World  smdailyjournalcom SEOUL South Korea AP  North Korea hasnt responded to US attempts to discuss the American soldier who bolted across the heavily armed border officials in Washington said underscoring that
1479	1116076479	20230720	USIL	41.5096	-87.7466	https://suburbanchicagoland.com/2023/07/20/senator-michael-hastings-announces-matteson-set-to-receive-nearly-27-million-to-improve-local-roads-and-highways/	Senator Michael Hastings announces Matteson set to receive nearly 27 million to improve local roads and highways  Suburban Chicagoland	Senator Michael Hastings announces Matteson set to receive nearly 27 million to improve local roads and highways  Suburban Chicagoland State Senator Michael E Hastings is excited to announce that the Village of Matteson is set to receive 266 million in investments to improve local roads and highways
1482	1116076482	20230720	USKY	37.669	-84.6514	http://uknow.uky.edu/campus-news/lexington-s-npr-news-station-wuky-fm-shows-strong-national-and-statewide-contests	Lexingtons NPR news station WUKYFM shows up strong in national and statewide contests  UKNow	Lexingtons NPR news station WUKYFM shows up strong in national and statewide contests  UKNow The longtime Lexington radio news leader has received nine Kentucky Broadcasting Association nominations along with two soughtafter honors from the Radio Television Digital News and Public Media Journalists associations this year
1501	1116076501	20230720	KS11	37.5664	127.0	https://www.mymotherlode.com/news/asia/3179677/the-us-and-north-korea-have-no-diplomatic-ties-but-they-still-have-ways-to-talk-about-us-soldier.html	The US and North Korea have no diplomatic ties  but they still have ways to talk about US soldier  myMotherLodecom	The US and North Korea have no diplomatic ties  but they still have ways to talk about US soldier  myMotherLodecom The United States and reclusive North Korea have no diplomatic ties  but they still have ways to reach each other
1519	1116076519	20230720	USMN	45.7326	-93.9196	https://www.newser.com/story/337913/derek-chauvin-to-appeal-to-supreme-court.html	Derek Chauvin to Take His Case to Supreme Court	Derek Chauvin to Take His Case to Supreme Court Former Minneapolis police Officer Derek Chauvin will ask the US Supreme Court to review his conviction for seconddegree murder in the killing of George Floyd now that the Minnesota
1520	1116076520	20230720	USCA	36.17	-119.746	https://www.marketscreener.com/quote/stock/UBER-TECHNOLOGIES-INC-57860975/news/California-Supreme-Court-Holds-Plaintiffs-With-Arbitration-Agreements-Retain-Standing-To-Pursue-Non-44379109/	California Supreme Court Holds Plaintiffs With Arbitration Agreements Retain Standing To Pursue NonIndividual PAGA Claims In Court	California Supreme Court Holds Plaintiffs With Arbitration Agreements Retain Standing To Pursue NonIndividual PAGA Claims In Court 
1546	1116076546	20230720	GA01	13.4531	-16.5775	https://allafrica.com/stories/202307200296.html	Gambia Handicrafts Dealer Anticipates Better Tourist Season  allAfricacom	Gambia Handicrafts Dealer Anticipates Better Tourist Season  allAfricacom Handicraft vendors within the Greater Banjul Area are anticipating a better season ahead of the 2023 tourists season
